dataset,columna,tipo_dato,descripcion,ejemplo
df_raw_zonaprop,estado_publicacion,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,fecha_publicacion,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,inmobiliaria,str,Nombre de inmobiliaria o anunciante cuando está disponible.,USD 120.000
df_raw_zonaprop,seller_id,float64,Identificador del vendedor/anfitrión cuando existe.,
df_raw_zonaprop,moneda,str,Moneda del precio publicado.,USD
df_raw_zonaprop,precio,float64,Precio numérico extraído de la publicación.,120000.0
df_raw_zonaprop,precio_texto,str,Precio en formato textual original.,USD 120.000
df_raw_zonaprop,expensas_moneda,str,Pendiente de documentar según significado en la fuente.,ARS
df_raw_zonaprop,expensas,float64,Pendiente de documentar según significado en la fuente.,119.0
df_raw_zonaprop,expensas_texto,str,Pendiente de documentar según significado en la fuente.,Expensas 119
df_raw_zonaprop,precio_m2_calculado,float64,Precio por metro cuadrado calculado por scraper en Argenprop/Zonaprop.,2142.86
df_raw_zonaprop,direccion_completa,str,Dirección capturada en Argenprop/Zonaprop/Airbnb.,"Villa Lugano, Capital Federal"
df_raw_zonaprop,calle,str,Calle extraída o inferida.,Villa Lugano
df_raw_zonaprop,altura,float64,Altura aproximada o declarada.,
df_raw_zonaprop,piso,str,Pendiente de documentar según significado en la fuente.,uerto
df_raw_zonaprop,unidad,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,barrio,float64,"Barrio declarado, inferido o capturado desde la fuente.",
df_raw_zonaprop,localidad,float64,Localidad declarada.,
df_raw_zonaprop,partido,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,provincia,float64,Provincia o jurisdicción declarada.,
df_raw_zonaprop,pais,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,codigo_postal,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,latitud,float64,Latitud de la publicación cuando la fuente la informa.,
df_raw_zonaprop,longitud,float64,Longitud de la publicación cuando la fuente la informa.,
df_raw_zonaprop,ambientes,float64,Cantidad de ambientes.,2.0
df_raw_zonaprop,dormitorios,float64,Cantidad de dormitorios.,1.0
df_raw_zonaprop,banios,float64,Cantidad de baños.,1.0
df_raw_zonaprop,toilettes,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cocheras,float64,Pendiente de documentar según significado en la fuente.,2.0
df_raw_zonaprop,superficie_total_m2,float64,Superficie total en m2.,56.0
df_raw_zonaprop,superficie_cubierta_m2,float64,Superficie cubierta en m2.,85.0
df_raw_zonaprop,superficie_descubierta_m2,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,superficie_semicubierta_m2,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,superficie_terreno_m2,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,frente_m,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,fondo_m,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,antiguedad_anios,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,estado_inmueble,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,disposicion,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,orientacion,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,luminosidad,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cantidad_plantas,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cantidad_pisos_edificio,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,departamentos_por_piso,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,apto_credito,float64,Indicador de apto crédito.,
df_raw_zonaprop,apto_profesional,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,permite_mascotas,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,accesibilidad,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,amoblado,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,balcon,float64,Indicador de balcón.,
df_raw_zonaprop,terraza,float64,Indicador de terraza.,
df_raw_zonaprop,patio,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,jardin,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,parrilla,float64,Indicador de parrilla.,
df_raw_zonaprop,pileta,float64,Indicador de pileta.,
df_raw_zonaprop,sum,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,gimnasio,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,sauna,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,laundry,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,baulera,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,ascensor,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,seguridad_24h,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,vigilancia,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,aire_acondicionado,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,calefaccion,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,losa_radiante,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,gas_natural,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,agua_corriente,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,electricidad,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cloaca,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,internet,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,vista_rio,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,vista_abierta,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,reciclado,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,a_refaccionar,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cantidad_imagenes,int64,Cantidad de imágenes detectadas.,2
df_raw_zonaprop,imagen_principal,str,URL de imagen principal.,https://imgar.zonapropcdn.com/avisos/1/00/59/55/92/83/360x266/2064166730.jpg?isFirstImage=true
df_raw_zonaprop,video_url,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,tour_virtual_url,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,cantidad_atributos_extra,int64,Pendiente de documentar según significado en la fuente.,1
df_raw_zonaprop,atributos_extra_json,str,Pendiente de documentar según significado en la fuente.,"{""texto_tarjeta"": ""USD 120.000 56 m² tot. 2 amb. 1 dorm. 1 baño Piedra Buena al 4700 Villa Lugano, Capital Federal Una n..."
df_raw_zonaprop,jsonld_raw,float64,Pendiente de documentar según significado en la fuente.,
df_raw_zonaprop,_archivo_origen,str,Pendiente de documentar según significado en la fuente.,data\raw\zonaprop\propiedades_zonaprop.csv
df_raw_airbnb_norm,property_id,int64,Identificador de publicación o propiedad según fuente.,1040554442322631694
df_raw_airbnb_norm,fuente,str,Portal o fuente de origen del registro.,Airbnb
df_raw_airbnb_norm,tipo_operacion,str,"Tipo de operación: venta, alquiler o alquiler temporal.",alquiler temporal
df_raw_airbnb_norm,unidad_precio,str,Unidad de referencia del precio Airbnb.,por_noche_2_huespedes_5_noches
df_raw_airbnb_norm,url,str,URL de la publicación.,https://www.airbnb.com.ar/rooms/1040554442322631694
df_raw_airbnb_norm,scraped_at_utc,str,Fecha y hora de extracción en UTC.,2026-09-05T17:38:48Z
df_raw_airbnb_norm,titulo,str,Título publicado del aviso.,La mejor ubicación en Palermo - La Rural
df_raw_airbnb_norm,descripcion,str,Descripción textual del aviso cuando está disponible.,"Cómodo y céntrico departamento en el corazón de Palermo, en la misma cuadra de La Rural.<br />Dos ambientes funcionales ..."
df_raw_airbnb_norm,tipo_propiedad,str,Tipo de inmueble declarado o inferido.,Departamento con servicios incluidos entero
df_raw_airbnb_norm,room_type,str,Pendiente de documentar según significado en la fuente.,Entire home/apt
df_raw_airbnb_norm,categoria_alojamiento,str,Pendiente de documentar según significado en la fuente.,vivienda_entera
df_raw_airbnb_norm,es_vivienda,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,acepta_corta_estadia,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,solo_larga_estadia,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,precio_regimen,str,"Régimen de precio Airbnb: por noche, mensual, etc.",mensual
df_raw_airbnb_norm,moneda,str,Moneda del precio publicado.,USD
df_raw_airbnb_norm,precio,float64,Precio numérico extraído de la publicación.,30.0
df_raw_airbnb_norm,precio_texto,str,Precio en formato textual original.,$ 900 USD
df_raw_airbnb_norm,precio_sospechoso,bool,Indicador de precio sospechoso en Airbnb normalizado.,False
df_raw_airbnb_norm,barrio,str,"Barrio declarado, inferido o capturado desde la fuente.",Palermo
df_raw_airbnb_norm,barrio_norm,str,Barrio normalizado para Airbnb.,palermo
df_raw_airbnb_norm,comuna,float64,Comuna de CABA cuando está disponible o inferida.,14.0
df_raw_airbnb_norm,latitud,float64,Latitud de la publicación cuando la fuente la informa.,-34.5794
df_raw_airbnb_norm,longitud,float64,Longitud de la publicación cuando la fuente la informa.,-58.4236
df_raw_airbnb_norm,ambientes,float64,Cantidad de ambientes.,2.0
df_raw_airbnb_norm,dormitorios,float64,Cantidad de dormitorios.,1.0
df_raw_airbnb_norm,banios,float64,Cantidad de baños.,1.0
df_raw_airbnb_norm,toilettes,float64,Pendiente de documentar según significado en la fuente.,0.0
df_raw_airbnb_norm,camas,float64,Pendiente de documentar según significado en la fuente.,2.0
df_raw_airbnb_norm,capacidad,int64,Pendiente de documentar según significado en la fuente.,2
df_raw_airbnb_norm,seller_id,int64,Identificador del vendedor/anfitrión cuando existe.,549766754
df_raw_airbnb_norm,seller_nombre,str,Nombre del anfitrión/vendedor en Airbnb.,Rosi
df_raw_airbnb_norm,seller_superhost,bool,Indicador de superhost en Airbnb.,False
df_raw_airbnb_norm,rating,float64,Puntaje promedio de la publicación en Airbnb.,4.8
df_raw_airbnb_norm,reviews,float64,Cantidad de reseñas en Airbnb.,5.0
df_raw_airbnb_norm,cantidad_imagenes,int64,Cantidad de imágenes detectadas.,16
df_raw_airbnb_norm,imagen_principal,str,URL de imagen principal.,https://a0.muscache.com/im/pictures/hosting/Hosting-1040554442322631694/original/bae9af43-2b83-4bbe-8d6a-34c2e1490ba1.jp...
df_raw_airbnb_norm,ascensor,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,balcon_o_patio,bool,Indicador de balcón o patio en Airbnb.,False
df_raw_airbnb_norm,terraza,bool,Indicador de terraza.,False
df_raw_airbnb_norm,jardin,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,parrilla,bool,Indicador de parrilla.,False
df_raw_airbnb_norm,pileta,bool,Indicador de pileta.,False
df_raw_airbnb_norm,gimnasio,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,sauna,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,laundry,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,cochera,bool,Indicador de cochera en Airbnb/otros portales.,False
df_raw_airbnb_norm,camaras_seguridad,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,portero,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,aire_acondicionado,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,calefaccion,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,losa_radiante,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,internet,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,vista,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,zona_trabajo,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,permite_mascotas,bool,Pendiente de documentar según significado en la fuente.,False
df_raw_airbnb_norm,amoblado,bool,Pendiente de documentar según significado en la fuente.,True
df_raw_airbnb_norm,localidad,str,Localidad declarada.,Ciudad Autónoma de Buenos Aires
df_raw_airbnb_norm,provincia,str,Provincia o jurisdicción declarada.,CABA
df_raw_airbnb_norm,pais,str,Pendiente de documentar según significado en la fuente.,Argentina
df_raw_airbnb_norm,_archivo_origen,str,Pendiente de documentar según significado en la fuente.,data\raw\airbnb\airbnb_caba_normalizado_mensual.csv
