property_id,fuente,url,scraped_at_utc,search_url,pagina_origen,http_status,parse_ok,parse_warnings,titulo,descripcion,tipo_operacion,tipo_propiedad,estado_publicacion,fecha_publicacion,inmobiliaria,seller_id,moneda,precio,precio_texto,expensas_moneda,expensas,expensas_texto,precio_m2_calculado,direccion_completa,calle,altura,piso,unidad,barrio,localidad,partido,provincia,pais,codigo_postal,latitud,longitud,ambientes,dormitorios,banios,toilettes,cocheras,superficie_total_m2,superficie_cubierta_m2,superficie_descubierta_m2,superficie_semicubierta_m2,superficie_terreno_m2,frente_m,fondo_m,antiguedad_anios,estado_inmueble,disposicion,orientacion,luminosidad,cantidad_plantas,cantidad_pisos_edificio,departamentos_por_piso,apto_credito,apto_profesional,permite_mascotas,accesibilidad,amoblado,balcon,terraza,patio,jardin,parrilla,pileta,sum,gimnasio,sauna,laundry,baulera,ascensor,seguridad_24h,vigilancia,aire_acondicionado,calefaccion,losa_radiante,gas_natural,agua_corriente,electricidad,cloaca,internet,vista_rio,vista_abierta,reciclado,a_refaccionar,cantidad_imagenes,imagen_principal,video_url,tour_virtual_url,cantidad_atributos_extra,atributos_extra_json,jsonld_raw
8749549073763e764358,Argenprop,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--16780376,2026-08-16T00:26:14.952942+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,Quito 4330,,venta,departamento,,,,,USD,198000.0,USD 198.000 + $232.000 expensas,,,,3300.0,"Quito 4300, Piso 11",Quito,4300,11,,,,,,,,,,3,2,2,,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/67308761/4575aa90-17f3-4802-b175-6f74ffecbe18_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 72 Ver más fotos 1 /80 Visto 22.002 USD 198.000 &plus; $232.000 expensas Quito 4300, Piso 11 Departamento en Venta en Almagro, Capital Federal 60 m² cubie. 2 dorm. A estrenar Quito 4330 Venta departamento 3 ambientes con terraza propia en caballito, capital federal edificio doble frente de calidad premium con amenities y unidades de 2, 3 y 4 ambientes. Ubicado en una zona estratégica, a 2 cuadras del parque rivadavia y a una cuadra del subte línea a. Combina un entorno tranquilo, pero a su vez conectado con la importante zona comercial de av rivadavia, con el cine de caballito, y con el polo gastronómico. Todo esto hace un ambiente único para vivir. Este espectacular departamento se ubica en el piso 11, al frente, y con orientación norte (la mejor luz todo el día). Cuenta con 2 baños (toilette y baño principal con ducha), 2 dormitorios (ambos con placares con interiores completos), amplio living comedor apaisado con un gran ventanal con vista y salida a una terraza propia de grandes dimensiones. Las terminaciones son de primera calidad: todas sus ventanas son con vidrio dvh (doble vidrio hermético) y en aluminio modena, cocina con mesada en silestone, mucho espacio de guardado, y bacha doble, pisos porcelanato símil madera, horno y anafes de vitrocerámica, barandas de vidrio blindex, etc. Opcional 1 cochera independiente (espacio completamente privado), con portón propio al frente pb nº3 usd 30.000.- Opcional terraza privada adicional a la propia u$s 20.000. Amenities: sum terraza con parrilla gimnasio no es apto credito las medidas son solo a efecto orientativo, las reales surgirán del plano de subdivisión una vez finalizado el proyecto. Lepore propiedades lepore propiedades s.A. Cuit : -9 c.U.C.I.C.B.A. Matrícula nº 931 (sucursales caballito - palermo - centro) aviso legal: las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. - WhatsApp Contactar""}",
eb18c31de58f03b3e121,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-norte-5-ambientes--19996309,2026-08-16T00:26:14.966130+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,"Venta Penthouse 5 ambientes,Sum propio con amenities y dos cocheras en Caballito Norte.",,venta,departamento,,,,,USD,950000.0,USD 950.000 + $863.000 expensas,,,,4750.0,Avenida Gaona 2200,Avenida Gaona,2200,,,,,,,,,,,5,4,,,,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/90369991/1a2c30a0-f302-48f4-a3b0-ec20e49b6e67_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 40 Ver más fotos 1 /48 Visto 20.700 USD 950.000 &plus; $863.000 expensas Avenida Gaona 2200 Departamento en Venta en Caballito Norte, Caballito 200 m² cubie. 4 dorm. A Estrenar Venta Penthouse 5 ambientes,Sum propio con amenities y dos cocheras en Caballito Norte. Venta penthouse triplex 5 ambientes con terraza / pileta propia/ sum propio con cocina / dos cocheras cubiertas balcon aterrazado gaona al 2800 caballito norte / flores. Excelente penthouse triplex a estrenar. Viví la experiencia de una casa en altura. Excelente penthouse triplex a estrenar, ubicado a metros de plaza nuestra señora de la asunción y a solo 5 cuadras de plaza irlanda, en un entorno residencial arbolado y consolidado. Sus metros totales ofrecen amplitud, funcionalidad y un diferencial único: una impactante terraza privada con pileta propia, ducha exterior y parrilla propia, mas un amplio sum propio de la unidad. Espacio ideal para disfrutar en familia, recibir invitados y vivir el aire libre con total privacidad. Ubicación estratégica. Lote pasante con doble salida a av. Gaona y calle franklin, con excelente conectividad por av. Gaona, av. Boyacá, av. Juan b. Justo y av. Avellaneda. Zona residencial consolidada con cercanía a colegios, centros comerciales y múltiples líneas de transporte. Exclusiva unidad desarrollada en dúplex dentro de un moderno proyecto de dos torres, separadas por patio central. Superficies. 376,20 m2 totales 200m2 cubiertos 137,80m2 descubiertos 38 m2 semicubierto distribución 4 dormitorios principal en suite con vestidor y baño completo. 3 dormitorios con baño completo compartido. Dostoilettes de recepción uno en cada planta. Cocina americana con barra integrada al living-comedor. Lavadero independiente. Escritorio. Exterior exclusivo gran terraza privada con:pileta propia. Concepto de casa en altura con expansión propia. Detalles de confort. Losa radiante por piso. Caldera dual (agua caliente y calefacción). Dos cocheras cubiertas. Bajas expensas. Edificio accesible para personas con movilidad reducida. Una propiedad única en la zona por dimensiones, categoría, privacidad y calidad de espacios exteriores. \""Algunas imagenes han sido editadas digitalmente con fines ilustrativos para mejorar la visualización de los espacios. Las mismas pueden no reflejar con exactitud del estado actual del inmueble\"" lma broker inmobiliario matrícula n 9303. Miembro cia (cámara inmobiliaria argentina). Las medidas y características definitivas surgirán de la documentación correspondiente. Precio sujeto a modificaciones sin previo aviso. Las descripciones, imágenes, medidas, superficies, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos. No resultan vinculantes ni obligan contractualmente a lma broker inmobiliario WhatsApp Contactar""}",
d8684383004587f385a8,Argenprop,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19731750,2026-08-16T00:26:14.978159+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,Amplios 2 ambi excelente estado/ubicacion cerca subte A,,venta,departamento,,,,,USD,65000.0,USD 65.000 + $140.000 expensas,,,,1857.14,"Esparza 100, Piso 4°",Esparza,100,4,,,,,,,,,,,1,1,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/05713791/c2998e3c-333a-4b49-80b9-4a449d850860_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 8 Ver más fotos 1 /16 Visto 20.003 USD 65.000 &plus; $140.000 expensas Esparza 100, Piso 4° Departamento en Venta en Balvanera, Capital Federal 35 m² cubie. 1 dorm. 1 baño Amplios 2 ambi excelente estado/ubicacion cerca subte A Departamento de dos ambientes muy amplio y luminoso, amplios placares, a metros uba psicología y de av. Rivadavia. Con acceso a numerosos medios de transporte, incluyendo subte línea a. Ideal inversor venta con renta, depto alquilado hasta junio 2028 el acceso al edificio, no posee rampa para personas con discapacidad o movilidad reducida. WhatsApp Contactar""}",
235415b972f98fd130cb,Argenprop,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--19690642,2026-08-16T00:26:14.990239+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,Depto 2 Amb. a Estrenar c/cochera y balcón corrido. Amenities. Entrega Inmediata,,venta,departamento,,,,,USD,158000.0,USD 158.000 + $110.000 expensas,,,,3160.0,Avenida Belgrano 4000,Avenida Belgrano,4000,,,,,,,,,,,2,1,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/24609691/068b71cd-566d-469f-bea8-fc8490aa376d_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 24 Ver más fotos 1 /32 Visto 20.002 USD 158.000 &plus; $110.000 expensas Avenida Belgrano 4000 Departamento en Venta en Almagro, Capital Federal 50 m² cubie. 1 dorm. A Estrenar Depto 2 Amb. a Estrenar c/cochera y balcón corrido. Amenities. Entrega Inmediata Creado con el concepto de mejorar la calidad de vida diseñando cómodos espacios y grandes balcones terrazas para disfrutar, bajo estándares de construcción sustentable, nace habitat, un complejo residencial donde proyectamos tu nueva vida rodeado de naturaleza. Hábitat almagro, una propuesta diferente. Ubicado a solo 500 mts de av. Rivadavia y av. La plata, con accesos a la estación de subte de la línea a (corredor rivadavia), donde tiene lugar una gran oferta comercial, gastronómica y de entretenimiento. Además se encuentra a sólo 700 mts del parque rivadavia. Esta unidad se trata de un departamento de 2 ambientes con balcón corrido, ubicada en el sexto piso. El mismo cuenta con una cocina semi integrada al living comedor, con salida a balcón, toilette de recepción, baño completo y habitación en suite. 2 equipos de aire acondicionado instalados. Portero visor. Circuito cerrado de televisión. Full amenities: sum piscina parrilla solarium laundry espacio para biciletas sobre hábitat unidades de 1, 2, 3 y 4 ambientes, con espacios comunes, jardín, piscina, salón de uso común, parrilla, solárium y bicicletero. Estructura independiente de hormigón armado y cerramiento . Dos ascensores importados marca schindler con puerta automática. Aberturas vidrio dvh. Equipos de aire acondicionado instalados en habitación y living comedor revestimientos en baños de porcelanato. Artefactos ferrum. Griferías fv. Alacena en melamina, mesada de quarzo, bacha de acero inoxidable, grifería mono-comando, horno y anafe. El cielo raso es de yeso aplicado, yeso suspendido u hormigón visto según el caso. -Apto escriturar aviso legal: las fotos, descripciones arquitectónicas y funcionales, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, no contractuales, y se presentan únicamente a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados, ya que dependen de la fecha en la que se obtuvo la información y podrían contener inexactitudes o diferencias respecto de los datos que surgen de las facturas, títulos de propiedad y planos legales del inmueble. Se recomienda a los interesados realizar las verificaciones correspondientes antes de concretar cualquier operación, solicitando por sí mismos o a través de sus profesionales las copias necesarias de la documentación pertinente. Los precios están sujetos a modificaciones sin previo aviso. WhatsApp Contactar""}",
7d4f3ea86b6f161b997c,Argenprop,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19882082,2026-08-16T00:26:15.004172+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,2 Ambientes 47m2 Facultad de Medicina,,venta,departamento,,,,,USD,87000.0,USD 87.000 + $162.600 expensas,ARS,162500.0,expensas $162.500,1851.06,"Viamonte 1800, Piso 3",Viamonte,1800,3,,,,,,,,,,2,1,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/28028891/5bbde299-4afa-410a-8956-ad5472eaeae0_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 10 Ver más fotos 1 /18 Visto 20.001 USD 87.000 &plus; $162.600 expensas Viamonte 1800, Piso 3 Departamento en Venta en Balvanera, Capital Federal 47 m² cubie. 1 dorm. 47 años 2 Ambientes 47m2 Facultad de Medicina Venta de departamento 2 ambientes en balvanera, capital federal 2 ambientes 47m2 en la zona de facultades a 50metreos de av. Callao 3er piso a la calle, luminoso ubicado en viamonte entre riobamba y av. Callao. Pisos de parquet en excelente estado en toda la unidad dormitorio amplio con placard empotrado amplio y doble ventana una de ellas con dvh baño completo con bañera. Muy cercano a facultades, subtes, av. Cordoba, av callao. Precio us$ 87.000 expensas $162.500 tomas tripputi - mat. Cucicba n 7969 aviso todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar. WhatsApp Contactar""}",
176069877576201ab9af,Argenprop,https://www.argenprop.com/departamento-en-venta-en-almagro-4-ambientes--20027353,2026-08-16T00:26:15.017514+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,El escenario perfecto para una nueva etapa,,venta,departamento,,,,,USD,255000.0,USD 255.000 + $260.000 expensas,,,,2684.21,Bulnes 700,Bulnes,700,,,,,,,,,,,,3,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/35372002/2e1b5472-52d9-4dff-9fbc-819dee6a46a7_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 14 Ver más fotos 1 /22 Visto 20.000 USD 255.000 &plus; $260.000 expensas Bulnes 700 Departamento en Venta en Almagro, Capital Federal 95 m² cubie. 3 dorm. 45 años El escenario perfecto para una nueva etapa En pleno almagro, a metros del subte, este piso al frente reúne algo que cada vez cuesta más encontrar: 100 m² perfectamente aprovechados , con ambientes amplios, luminosos y una distribución que hace que todo tenga sentido. El living invita a recibir, a compartir y a disfrutar. El balcón suma aire, luz y esa conexión con el barrio que hace que la ciudad se sienta más cerca. La cocina fue reciclada íntegramente y diseñada para quedarse. El coffee station y el comedor diario convierten el primer café de la mañana en un pequeño ritual y hacen que muchas conversaciones terminen sucediendo ahí. La renovación fue completa. Pisos de porcelanato en los espacios sociales, dormitorios revestidos con madera patagonia flooring, calefacción central, aire acondicionado y terminaciones elegidas con un criterio que privilegia la calidad antes que la moda. Tres dormitorios permiten que cada integrante encuentre su espacio. El toilette aporta comodidad para las visitas y el lavadero independiente resuelve el día a día sin invadir los ambientes principales. El edificio acompaña la categoría de la propiedad: dos ascensores, encargado con vivienda y la tranquilidad de una construcción sólida. Es apto crédito. Pero, sobre todo, es un departamento listo para ser disfrutado desde el primer día WhatsApp Contactar""}",
0e0b46b7182f048a3a15,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--16662050,2026-08-16T00:26:15.031635+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,SENILLOSA 790,,venta,departamento,,,,,USD,85000.0,USD 85.000,,,,3148.15,"Senillosa 700, Piso 7",Senillosa,700,7,,,,,,,,,,1,,1,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/05026661/c95e7c7a-0db7-48db-960e-147c8afa748d_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 30 Ver más fotos 1 /38 Visto 19.914 USD 85.000 Senillosa 700, Piso 7 Departamento en Venta en Caballito, Capital Federal 27 m² cubie. En pozo 1 baño SENILLOSA 790 Venta departamento 1 ambiente caballito unidad divisible con balcón al frente en excelente ubicación, a metros de avenidas pedro goyena y la plata y a una cuadra de av. Directorio. En plena zona comercial y cercano a creciente polo gastronómico. Tiene accesibilidad al subte \""e\"", múltiples líneas de colectivo y a la autopista 25 de mayo. - En mdf enchapados en melanina combinado haya con vidrio y color, perimetrales en acero - artefacto de horno y anafe eléctrico - porcellanato 1º marca en baños y cocinas - porcellanato simil madera en dormitorios, estar-comedor y pasillos de las unidades funcionales - artefactos de 1º líneas ferrum o similar - griferías 1º líneas piazza o similar - carpinterías línea modena con dvh (doble vidrio hermético) lepore propiedades lepore propiedades s.A. Cuit : -9 c.U.C.I.C.B.A. Matrícula nº 931 (sucursales caballito - palermo - centro) lepore propiedades / nota: los materiales y especificaciones del plano están sujetos a modificaciones arquitectónicas y otras a la sola discreción del desarrollador, constructor o arquitecto, o que así se requieran por ley. Los planos de planta pueden no estar a escala. Cualquier mueble, electrodoméstico o artículo de decorador representado aquí se muestra únicamente con fines artísticos e ilustrativos y no está incluido en la compra y venta de la residencia. Las dimensiones indicadas se miden a los límites exteriores de la pared exterior y la línea central de las paredes interiores y, de hecho, varían de las dimensiones que se determinarían mediante el uso de la descripción y definición de la \""unidad\"" que se establece en la declaración (que generalmente solo incluye el espacio aéreo interno entre las paredes perimetrales y excluye los componentes estructurales interiores). Además, las mediciones de habitaciones establecidas en cualquier plano de planta se toman generalmente en los mayores puntos de cada habitación determinada (como si la habitación fuera un rectángulo perfecto), sin tener en cuenta las salidas del corte. En consecuencia, el área de la habitación real será típicamente menor que el producto obtenido multiplicando la longitud por la anchura declarados. Todas las dimensiones son aproximadas y todos los planos y planes de desarrollo están sujetos a cambios. Representaciones orales no pueden considerarse como correctas declaraciones del desarrollador. Lepore propiedades s. A. Es una persona jurídica constituida bajo la leyes de la república argentina y ejerce el corretaje en los términos del artículo 1345 y concordantes del código civil y comercial de la nación. Todas las operaciones en las que lepore propiedades s. A. Toma participación son supervisadas, coordinadas y formalizadas por un corredor matriculado. El trabajo de todos los dependientes de lepore propiedades s. A. Es coordinado y supervisado por un corredor matriculado. Cucicba matriculas número 931 y 1139. WhatsApp Contactar""}",
f3e96b4e5d70fa57012b,Argenprop,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-4-ambientes--19459404,2026-08-16T00:26:15.048343+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,Edificio Victor Martinez 457 (Caballito Sur) - Venta Sexto Piso,,venta,departamento,,,,,USD,530000.0,USD 530.000 + $300.000 expensas,,,,4076.92,"Victor Martínez 400, Piso 6",Victor Martínez,400,6,,,,,,,,,,4,3,2,,1,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/40495491/afaaffc7-0969-4f2f-b433-8fcdbb97ccbb_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 41 Ver más fotos 1 /49 Visto 19.772 USD 530.000 &plus; $300.000 expensas Victor Martínez 400, Piso 6 Departamento en Venta en Caballito Sur, Caballito 130 m² cubie. 3 dorm. A Estrenar Edificio Victor Martinez 457 (Caballito Sur) - Venta Sexto Piso Constructora comercializa espectacular piso en venta 4 ambientes a estrenar con 1 cochera cubierta y 1 descubierta | victor martinez 457 ( a metros de pedro goyena ) 6° piso | caballito al no haber inmobiliara de por medio, el comprador se ahorra un 4% de comision sobre el valor del departamento! Departamento a estrenar , calidad y diseño en una de las zonas más buscadas de caballito. Este departamento tipo piso de 4 ambientes disposición frente se encuentra en un edificio de categoría, con sólo una unidad por piso. Unidad con doble ingreso, la principal al living-estar y otra con entrada a la cocina. Amplio living comedor, cocina separada, ambos con salida directa a un amplio balcón. El balcón con disposición frente es aterrazado con parrilla. 3 habitaciones, todas mirando y ventilando al contra frente. La habitación principal es en suite con vestidor. 2 baños completos + toilette. Calefacción por radiadores. -Ambientes: 4 -dormitorios: 3 -baños: 2 -cocheras: 2 fijas -ubicación: 6° piso -antigüedad: a estrenar características destacadas: -hall de entrada revestido en porcelanato y revear, combinado con granito. Decorado con sillones le corbusier, espejo moderno y gargantas led. -Ascensor automático de dos velocidades de última generación, con puertas automáticas, cabina con piso de granito similar al hall, acero inoxidable y espejos. -Acceso al hall de entrada por puerta principal con cerradura codificada y pin de proximidad integrado al sistema de portero electrico visor de ultima generacion. -Cocheras (espacios guardacoches) fijas, en planta baja y subsuelo, portón automático contrapesado revestido con aluminio con control remoto personal y sistema de apertura manual en caso de corte de energía eléctrica. Acceso a subsuelo por monta autos hidraulico. -Cocina, comedor diario y living-comedor revestidos en porcelanato pulido de primera. -Cocina de diseño, equipada con horno eléctrico convector domec, anafe a gas domec con rejilla de fundicion y extractor de aire embutido tipo flexa, incorporado a las alacenas. Mesada en granito negro brasil con pileta en acero inoxidable johnson linea luxor, monocomando marca fv linea puelo, alacenas y bajo mesada en madera compuesta con rauvisio, simil laqueado. Herrajes de alta calidad con cierre autofrenante en puertas de alacenas y cajones. Interior de cajones con herrajes livianos. Lavadero integrado a la cocina, con espacio para lavarropas bajo mesada de carga frontal, con instalacion de carga y descarga de agua. -Comedor diario con bow window con vista hacia el balcón frontal. Realizado en aluminio anodizado con premarco de aluminio. -Balcón terraza de generosas medidas con parrilla privada con sistema de ventilación individual, ideal para disfrutar al aire libre. Barandas y pasamanos de aluminio con vidrios de seguridad. -Toilette de recepción, detalle de categoría, mesada de granito negro brasil con bacha ferrum y monocomando alto fv puelo. Espejo entero hasta el techo con borde de aluminio anodizado y acceso por puerta corrediza para mas amplitud. -Baños completos, el principal en suite con bañera, artefactos marca roca linea dama senso y grifería marca fv linea puelo. Vanitorys de diseño moderno en mdf laqueado, colgantes, con mesada de granito negro brasil y bachas ferrum y piazza. -Frentes de placard con puertas corredizas en aluminio (espejados en vestidor de suite). -Interior de placards completos con cajoneras y sector de colgar corto y largo. -Ventanas, dormitorios y puerta balcón (suite) en aluminio anodizado con premarco de aluminio. -Sistema de calefacción por radiadores de aluminio y caldera italiana baxi de 19.800 kcla/h dual para agua caliente de servicio y calefacción. -Cañeria de preinstalacion para termostato en living (no incluido) -instalación de cañerías en cobre y cableado para recibir equipos de aire frio en split (no incluidos). -Palier privado, entrada principal y de servicio, piso porcelanato, herrajes de acero pulido de alta calidad y diseño moderno. -Instalación en todos los ambientes para recibir tv por cable, internet y te. Servicio de fibra optica precableado hasta la unidad para instalacion rapida del servicio personal-flow fibra. -Todas las unidades cuentan con sistema de portero eléctrico marca urmet italiano, con pantalla de 7\"", tablero seccional con llaves térmicas y disyuntor. WhatsApp Contactar""}",
bec489e700e7340b6c56,Argenprop,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--19305717,2026-08-16T00:26:15.064328+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,ALBERTI 360,,venta,departamento,,,,,USD,76000.0,USD 76.000 + $48.940 expensas,,,,2814.81,"ALBERTI 300, Piso 9",ALBERTI,300,9,,,,,,,,,,1,,1,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,https://www.argenprop.com/static-content/71750391/a3c6630d-a25b-4496-85b9-c64fd563e727_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 65 Ver más fotos 1 /73 Visto 19.503 USD 76.000 &plus; $48.940 expensas ALBERTI 300, Piso 9 Departamento en Venta en Balvanera, Capital Federal 27 m² cubie. A Estrenar 1 baño ALBERTI 360 Venta de departamento 1 ambiente en san cristóbal, capital federal emprendimiento a estrenar a mts de av. Belgrano, cercano a líneas de subte a y h. Apto vivienda y apto profesional. ¡Apto crédito!. Las unidades contarán con : - aire acondicionado frio/ calor - pisos de porcelanato símil mármol - griferías f/v. - Cómodo living - cocina equipada con muebles bajo mesada y alacena de melanina. - Anafes eléctricos. - Dormitorios con placard e interiores y baño completo con accesorios. - Excelente calidad constructiva. Te invito a conocer obras terminadas de la constructora para que veas los detalles de terminación! Amenities: -sum -solárium -piscina -parrillas -laundry -terraza. Seguridad 24 hs. Coordina una reunión con nuestro equipo comercial. Lepore palermo . Lepore propiedades s.A. Cuit : -9 c.U.C.I.C.B.A. Matrícula nº 931 (sucursales caballito - palermo - centro) nota: los materiales y especificaciones del plano están sujetos a modificaciones arquitectónicas y otras a la sola discreción del desarrollador, constructor o arquitecto, o que así se requiera por ley. Los planos de planta pueden no ser a escala. Cualquier mueble, electrodoméstico o artículo de decorado representado aquí se muestra únicamente con fines artísticos e ilustrativos y no está incluido en la compra y venta de la residencia. Las dimensiones indicadas se miden a los límites exteriores de la pared exterior y la línea central de las paredes interiores y, de hecho, varían de las dimensiones que se determinarían mediante el uso de la descripción y definición de la \""unidad\"" que se establece en la declaración (que generalmente sólo incluye el espacio aéreo interno entre las paredes perimetrales y excluye los componentes estructurales interiores). Además, las mediciones de habitaciones establecidas en cualquier plano de planta se toman generalmente en los mayores puntos de cada habitación determinada (como si la habitación fuera un rectángulo perfecto), sin tener en cuenta las salidas del corte. En consecuencia, el área de la habitación real será típicamente menor que el producto obtenido multiplicando la longitud por la anchura declarados. Todas las dimensiones son aproximadas y todos los planos y planes de desarrollo están sujetos a cambios. Representaciones orales no pueden considerarse como correctas declaraciones del desarrollador. Propiedad según ley 5115 la accesibilidad para las personas con discapacidades físicas. \""Accesible\"". Esta unidad es apta para personas con movilidad reducida. WhatsApp Contactar""}",
3282b3621dd87cef2a90,Argenprop,https://www.argenprop.com/departamento-en-venta-en-cid-campeador-3-ambientes--18956981,2026-08-16T00:26:15.078158+00:00,https://www.argenprop.com/departamentos/venta/capital-federal,3,200,1,modo_listado_sin_ficha_detallada,Departamento único con patio/terraza de 110m2 en el cid campeador,,venta,departamento,,,,,USD,168000.0,USD 168.000 + $150.000 expensas,,,,3428.57,"Hidalgo 1000, Piso 1",Hidalgo,1000,1,,,,,,,,,,3,2,90,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,https://www.argenprop.com/static-content/18965981/3bfa5768-2e5d-4a77-821c-8f9632993c7d_u_small.jpg,,,1,"{""texto_tarjeta"": ""+ 1 Ver más fotos 1 /9 Visto 19.467 USD 168.000 &plus; $150.000 expensas Hidalgo 1000, Piso 1 Departamento en Venta en Cid Campeador, Caballito 49 m² cubie. 2 dorm. 50 años Departamento único con patio/terraza de 110m2 en el cid campeador Dueño directo vende inmobiliarias no me contacten por favor vendo este departamento 3 ambientes con patio de 110m2 en la zona del cid campeador, es una oportunidad única. El departamento está dividido en tres ambientes, dos cuartos y un living, todos tienen muchísima luz natural y buen tamaño. La zona es súper accesible, está situado en la calle hidalgo entre el cid campeador y el parque centenario, el subte a 6 cuadras e infinidad de colectivos cercanos. El patio es de la propiedad, no es compartido, se puede construir siempre y cuando sea una \""estructura liviana\"". Es un departamento ideal para familias, parejas o cualquier persona que quiera tener un espacio abierto en el corazón de la ciudad. El metraje total es de 165m2 el precio 182000u$ las expensas son de 150000 cocina 1,85 x 3,50 living 3 x 4,20 habitación 1 con placard 3,15 x 3 habitación 2 con patiecito propio y placard 2,70 x 2,60 + 1,55 x 0,90 baño completo 1,80 x 1,65 patio 12 x 8,5 WhatsApp Contactar""}",
